"row","fold"
2141,"train"
2142,"test"
2143,"train"
2144,"train"
2145,"train"
2146,"test"
2147,"train"
2148,"test"
2149,"train"
2150,"train"
2151,"train"
2152,"train"
2153,"test"
2154,"train"
2155,"train"
2156,"train"
2157,"train"
2158,"test"
2159,"train"
2160,"train"
2161,"train"
2162,"train"
2163,"train"
2164,"test"
2165,"train"
2166,"train"
2167,"test"
2168,"train"
2169,"test"
2170,"test"
2171,"train"
2172,"train"
2173,"train"
2174,"train"
2175,"train"
2176,"train"
2177,"train"
2178,"test"
2179,"train"
2180,"train"
2181,"train"
2182,"test"
2183,"train"
2184,"test"
2185,"train"
2186,"test"
2187,"test"
2188,"train"
2189,"train"
2190,"train"
2191,"test"
2192,"train"
2193,"train"
2194,"train"
2195,"train"
2196,"train"
2197,"test"
2198,"train"
2199,"train"
2200,"train"
2201,"train"
2202,"train"
2203,"train"
2204,"train"
2205,"train"
2206,"train"
2207,"test"
2208,"train"
2209,"train"
2210,"train"
2211,"train"
2212,"train"
2213,"train"
2214,"train"
2215,"train"
2216,"train"
2217,"train"
2218,"train"
2219,"train"
2220,"train"
2221,"train"
2222,"train"
2223,"train"
2224,"train"
2225,"train"
2226,"train"
2227,"train"
2228,"train"
2229,"train"
2230,"train"
2231,"test"
2232,"train"
2233,"train"
2234,"test"
2235,"train"
2236,"test"
2237,"test"
2238,"train"
2239,"train"
2240,"train"
2241,"test"
2242,"train"
2243,"train"
2244,"train"
2245,"train"
2246,"train"
2247,"train"
2248,"test"
2249,"train"
2250,"train"
2251,"train"
2252,"train"
2253,"train"
2254,"train"
2255,"train"
2256,"train"
2257,"train"
2258,"train"
2259,"train"
2260,"test"
2261,"test"
2262,"test"
2263,"train"
2264,"train"
2265,"train"
2266,"train"
2267,"train"
2268,"test"
2269,"train"
2270,"train"
2271,"train"
2272,"train"
2273,"train"
2274,"train"
2275,"test"
2276,"train"
2277,"train"
2278,"train"
2279,"train"
2280,"train"
2281,"train"
2282,"train"
2283,"train"
2284,"train"
2285,"test"
2286,"train"
2287,"test"
2288,"train"
2289,"train"
2290,"train"
2291,"test"
2292,"train"
2293,"train"
2294,"train"
2295,"train"
2296,"train"
2297,"train"
2298,"train"
2299,"train"
2300,"test"
2301,"test"
2302,"train"
2303,"train"
2304,"train"
2305,"train"
2306,"train"
2307,"train"
2308,"train"
2309,"train"
2310,"train"
2311,"train"
2312,"train"
2313,"test"
2314,"test"
2315,"train"
2316,"train"
2317,"train"
2318,"train"
2319,"train"
2320,"train"
2321,"test"
2322,"train"
2323,"test"
2324,"train"
2325,"test"
2326,"train"
2327,"train"
2328,"train"
2329,"train"
2330,"train"
2331,"train"
2332,"test"
2333,"train"
2334,"train"
2335,"test"
2336,"train"
2337,"train"
2338,"train"
2339,"train"
2340,"train"
2341,"train"
2342,"train"
2343,"train"
2344,"train"
2345,"train"
2346,"train"
2347,"train"
2348,"train"
2349,"train"
2350,"train"
2351,"train"
2352,"test"
2353,"train"
2354,"train"
2355,"train"
2356,"test"
2357,"test"
2358,"test"
2359,"train"
2360,"train"
2361,"train"
2362,"train"
2363,"train"
2364,"train"
2365,"train"
2366,"train"
2367,"train"
2368,"train"
2369,"train"
2370,"train"
2371,"train"
2372,"test"
2373,"train"
2374,"train"
2375,"train"
2376,"train"
2377,"test"
2378,"train"
2379,"train"
2380,"train"
2381,"train"
2382,"train"
2383,"test"
2384,"test"
2385,"train"
2386,"train"
2387,"test"
2388,"train"
2389,"train"
2390,"test"
2391,"train"
2392,"train"
2393,"test"
2394,"test"
2395,"test"
2396,"test"
2397,"test"
2398,"train"
2399,"train"
2400,"train"
2401,"train"
2402,"train"
2403,"test"
2404,"train"
2405,"train"
2406,"train"
2407,"train"
2408,"train"
2409,"train"
2410,"train"
2411,"train"
2412,"test"
2413,"train"
2414,"test"
2415,"train"
2416,"train"
2417,"train"
2418,"train"
2419,"train"
2420,"test"
2421,"train"
2422,"train"
2423,"train"
2424,"train"
2425,"train"
2426,"train"
2427,"train"
2428,"train"
2429,"train"
2430,"train"
2431,"train"
2432,"test"
2433,"train"
2434,"test"
2435,"test"
2436,"train"
2437,"test"
2438,"train"
2439,"train"
2440,"train"
2441,"test"
2442,"train"
2443,"train"
2444,"train"
2445,"train"
2446,"train"
2447,"train"
2448,"train"
2449,"train"
2450,"train"
2451,"train"
2452,"train"
2453,"train"
2454,"test"
2455,"train"
2456,"test"
2457,"train"
2458,"train"
2459,"test"
2460,"train"
2461,"train"
2462,"train"
2463,"train"
2464,"train"
2465,"train"
2466,"train"
2467,"train"
2468,"train"
2469,"train"
2470,"test"
2471,"train"
2472,"train"
2473,"train"
2474,"train"
2475,"train"
2476,"test"
2477,"test"
2478,"train"
2479,"test"
2480,"train"
2481,"test"
2482,"test"
2483,"train"
2484,"train"
2485,"test"
2486,"train"
2487,"test"
2488,"train"
2489,"train"
2490,"test"
2491,"test"
2492,"test"
2493,"train"
2494,"train"
2495,"train"
2496,"test"
2497,"test"
2498,"test"
2499,"test"
2500,"test"
2501,"train"
2502,"test"
2503,"train"
2504,"train"
2505,"train"
2506,"test"
2507,"train"
2508,"train"
2509,"train"
2510,"train"
2511,"train"
2512,"test"
2513,"train"
2514,"train"
2515,"train"
2516,"test"
2517,"train"
2518,"train"
2519,"train"
2520,"train"
2521,"train"
2522,"train"
2523,"test"
2524,"train"
2525,"train"
2526,"test"
2527,"train"
2528,"train"
2529,"train"
2530,"train"
2531,"train"
2532,"test"
2533,"train"
2534,"test"
2535,"train"
2536,"test"
2537,"train"
2538,"test"
2539,"train"
2540,"test"
2541,"test"
2542,"train"
2543,"train"
2544,"test"
2545,"train"
2546,"train"
2547,"test"
2548,"train"
2549,"test"
2550,"train"
2551,"train"
2552,"train"
2553,"train"
2554,"test"
2555,"test"
2556,"train"
2557,"train"
2558,"test"
2559,"train"
2560,"train"
2561,"train"
2562,"test"
2563,"train"
2564,"train"
2565,"test"
2566,"train"
2567,"train"
2568,"test"
2569,"train"
2570,"train"
2571,"train"
2572,"train"
2573,"train"
2574,"train"
2575,"train"
2576,"test"
2577,"train"
2578,"test"
2579,"test"
2580,"train"
2581,"test"
2582,"test"
2583,"train"
2584,"train"
2585,"train"
2586,"train"
2587,"train"
2588,"train"
2589,"test"
2590,"train"
2591,"test"
2592,"train"
2593,"test"
2594,"train"
2595,"train"
2596,"train"
2597,"train"
2598,"train"
2599,"train"
2600,"train"
2601,"train"
2602,"train"
2603,"train"
2604,"train"
2605,"train"
2606,"train"
2607,"train"
2608,"train"
2609,"train"
2610,"train"
2611,"train"
2612,"train"
2613,"train"
2614,"train"
2615,"test"
2616,"train"
2617,"train"
2618,"train"
2619,"train"
2620,"test"
2621,"train"
2622,"test"
2623,"train"
2624,"train"
2625,"test"
2626,"train"
2627,"test"
2628,"train"
2629,"train"
2630,"train"
2631,"train"
2632,"test"
2633,"test"
2634,"train"
2635,"train"
2636,"test"
2637,"test"
2638,"train"
2639,"test"
2640,"test"
2641,"train"
2642,"train"
2643,"test"
2644,"train"
2645,"test"
2646,"train"
2647,"train"
2648,"test"
2649,"train"
2650,"train"
2651,"train"
2652,"train"
2653,"train"
2654,"train"
2655,"train"
2656,"test"
2657,"train"
2658,"test"
2659,"train"
2660,"train"
2661,"test"
2662,"train"
2663,"train"
2664,"train"
2665,"train"
2666,"train"
2667,"test"
2668,"train"
2669,"test"
2670,"test"
2671,"train"
2672,"test"
2673,"train"
2674,"train"
2675,"test"
2676,"train"
2677,"test"
2678,"train"
2679,"train"
2680,"train"
2681,"test"
2682,"test"
2683,"test"
2684,"test"
2685,"test"
2686,"train"
2687,"train"
2688,"test"
2689,"train"
2690,"test"
2691,"train"
2692,"train"
2693,"train"
2694,"test"
2695,"train"
2696,"train"
2697,"train"
2698,"test"
2699,"train"
2700,"train"
2701,"train"
2702,"train"
2703,"train"
2704,"train"
2705,"train"
2706,"test"
2707,"train"
2708,"train"
2709,"train"
2710,"train"
2711,"train"
2712,"test"
2713,"test"
2714,"test"
2715,"test"
2716,"test"
2717,"train"
2718,"train"
2719,"train"
2720,"train"
2721,"train"
2722,"train"
2723,"test"
2724,"train"
2725,"test"
2726,"train"
2727,"test"
2728,"train"
2729,"train"
2730,"train"
2731,"train"
2732,"train"
2733,"train"
2734,"train"
2735,"test"
2736,"test"
2737,"train"
2738,"train"
2739,"train"
2740,"train"
2741,"test"
2742,"train"
2743,"train"
2744,"train"
2745,"train"
2746,"train"
2747,"train"
2748,"test"
2749,"train"
2750,"train"
2751,"train"
2752,"train"
2753,"train"
2754,"test"
2755,"train"
2756,"test"
2757,"train"
2758,"train"
2759,"train"
2760,"test"
2761,"train"
2762,"train"
2763,"train"
2764,"test"
2765,"train"
2766,"test"
2767,"train"
2768,"train"
2769,"train"
2770,"train"
2771,"train"
2772,"test"
2773,"train"
2774,"train"
2775,"train"
2776,"train"
2777,"train"
2778,"train"
2779,"train"
2780,"train"
2781,"train"
2782,"train"
2783,"train"
2784,"train"
2785,"test"
2786,"train"
2787,"train"
2788,"train"
2789,"test"
2790,"train"
2791,"test"
2792,"train"
2793,"test"
2794,"train"
2795,"train"
2796,"train"
2797,"train"
2798,"train"
2799,"train"
2800,"train"
2801,"train"
2802,"train"
2803,"train"
2804,"train"
2805,"test"
2806,"train"
2807,"train"
2808,"train"
2809,"test"
2810,"train"
2811,"test"
2812,"test"
2813,"train"
2814,"train"
2815,"train"
2816,"train"
2817,"test"
2818,"test"
2819,"train"
2820,"train"
2821,"train"
2822,"train"
2823,"train"
2824,"train"
2825,"train"
2826,"test"
2827,"train"
2828,"train"
2829,"train"
2830,"train"
2831,"train"
2832,"test"
2833,"train"
2834,"train"
2835,"test"
2836,"train"
2837,"train"
2838,"test"
2839,"train"
2840,"train"
2841,"train"
2842,"train"
2843,"train"
2844,"train"
2845,"train"
2846,"train"
2847,"test"
2848,"train"
2849,"train"
2850,"train"
2851,"train"
2852,"test"
2853,"test"
2854,"test"
2855,"train"
2856,"train"
2857,"train"
2858,"train"
2859,"train"
2860,"test"
2861,"train"
2862,"test"
2863,"train"
2864,"train"
2865,"train"
2866,"train"
2867,"train"
2868,"train"
2869,"train"
2870,"test"
2871,"train"
2872,"train"
2873,"train"
2874,"train"
2875,"train"
2876,"test"
2877,"train"
2878,"train"
2879,"train"
2880,"train"
2881,"train"
2882,"train"
2883,"test"
2884,"train"
2885,"train"
2886,"test"
2887,"test"
2888,"train"
2889,"train"
2890,"test"
2891,"train"
2892,"train"
2893,"train"
2894,"train"
2895,"train"
2896,"test"
2897,"train"
2898,"train"
2899,"train"
2900,"train"
2901,"train"
2902,"test"
2903,"train"
2904,"train"
2905,"test"
2906,"train"
2907,"test"
2908,"train"
2909,"train"
2910,"train"
2911,"train"
2912,"train"
2913,"train"
2914,"test"
2915,"train"
2916,"train"
2917,"train"
2918,"train"
2919,"train"
2920,"train"
2921,"train"
2922,"train"
2923,"train"
2924,"train"
2925,"train"
2926,"train"
2927,"train"
2928,"train"
2929,"train"
2930,"train"
2931,"test"
2932,"train"
2933,"train"
2934,"train"
2935,"train"
2936,"test"
2937,"train"
2938,"train"
2939,"train"
2940,"train"
2941,"train"
2942,"test"
2943,"train"
2944,"train"
2945,"train"
2946,"train"
2947,"train"
2948,"train"
2949,"train"
2950,"test"
2951,"train"
2952,"train"
2953,"train"
2954,"train"
2955,"train"
2956,"train"
2957,"train"
2958,"test"
2959,"train"
2960,"train"
2961,"train"
2962,"train"
2963,"train"
2964,"train"
2965,"train"
2966,"train"
2967,"train"
2968,"train"
2969,"train"
2970,"test"
2971,"train"
2972,"train"
2973,"train"
2974,"train"
2975,"train"
2976,"train"
2977,"train"
2978,"train"
2979,"test"
2980,"train"
2981,"test"
2982,"train"
2983,"test"
2984,"train"
2985,"train"
2986,"train"
2987,"train"
2988,"train"
2989,"test"
2990,"train"
2991,"train"
2992,"train"
2993,"train"
2994,"train"
2995,"train"
2996,"train"
2997,"train"
2998,"train"
2999,"train"
3000,"test"
3001,"train"
3002,"train"
3003,"train"
3004,"test"
3005,"test"
3006,"train"
3007,"test"
3008,"train"
3009,"test"
3010,"test"
3011,"train"
3012,"train"
3013,"train"
3014,"test"
3015,"train"
3016,"train"
3017,"train"
3018,"train"
3019,"train"
3020,"test"
3021,"train"
3022,"train"
3023,"train"
3024,"train"
3025,"train"
3026,"train"
3027,"train"
3028,"train"
3029,"train"
3030,"train"
3031,"train"
3032,"train"
3033,"train"
3034,"train"
3035,"train"
3036,"test"
3037,"train"
3038,"train"
3039,"train"
3040,"train"
3041,"train"
3042,"train"
3043,"test"
3044,"train"
3045,"train"
3046,"train"
3047,"train"
3048,"train"
3049,"train"
3050,"train"
3051,"train"
3052,"train"
3053,"test"
3054,"test"
3055,"train"
3056,"test"
3057,"train"
3058,"train"
3059,"test"
3060,"test"
3061,"test"
3062,"train"
3063,"train"
3064,"train"
3065,"train"
3066,"train"
3067,"test"
3068,"test"
3069,"train"
3070,"train"
3071,"train"
3072,"train"
3073,"test"
3074,"train"
3075,"train"
3076,"test"
3077,"train"
3078,"train"
3079,"train"
3080,"train"
3081,"train"
3082,"train"
3083,"train"
3084,"train"
3085,"train"
3086,"train"
3087,"train"
3088,"train"
3089,"train"
3090,"train"
3091,"train"
3092,"train"
3093,"train"
3094,"train"
3095,"test"
3096,"train"
3097,"train"
3098,"train"
3099,"train"
3100,"train"
3101,"train"
3102,"train"
3103,"train"
3104,"train"
3105,"train"
3106,"train"
3107,"train"
3108,"train"
3109,"train"
3110,"train"
3111,"train"
3112,"train"
3113,"train"
3114,"train"
3115,"train"
3116,"train"
3117,"test"
3118,"train"
3119,"test"
3120,"train"
3121,"train"
3122,"train"
3123,"train"
3124,"train"
3125,"train"
3126,"train"
3127,"train"
3128,"train"
3129,"train"
3130,"train"
3131,"train"
3132,"train"
3133,"train"
3134,"train"
3135,"test"
3136,"train"
3137,"test"
3138,"train"
3139,"test"
3140,"train"
3141,"test"
3142,"train"
3143,"test"
3144,"train"
3145,"test"
3146,"test"
3147,"test"
3148,"test"
3149,"test"
3150,"train"
3151,"test"
3152,"train"
3153,"train"
3154,"train"
3155,"train"
3156,"test"
3157,"train"
3158,"train"
3159,"train"
3160,"train"
3161,"test"
3162,"test"
3163,"train"
3164,"train"
3165,"train"
3166,"train"
3167,"train"
3168,"train"
3169,"train"
3170,"train"
3171,"test"
3172,"test"
3173,"train"
3174,"train"
3175,"test"
3176,"train"
3177,"train"
3178,"test"
3179,"train"
3180,"test"
3181,"test"
3182,"train"
3183,"train"
3184,"train"
3185,"train"
3186,"test"
3187,"train"
3188,"train"
3189,"train"
3190,"test"
3191,"train"
3192,"train"
3193,"train"
3194,"train"
3195,"train"
3196,"train"
3197,"train"
3198,"train"
3199,"train"
3200,"train"
3201,"train"
3202,"train"
3203,"train"
3204,"train"
3205,"train"
3206,"train"
3207,"train"
3208,"train"
3209,"train"
3210,"train"
3211,"train"
3212,"train"
3213,"train"
3214,"test"
3215,"test"
3216,"test"
3217,"train"
3218,"train"
3219,"train"
3220,"train"
3221,"train"
3222,"train"
3223,"train"
3224,"train"
3225,"train"
3226,"train"
3227,"train"
3228,"train"
3229,"train"
3230,"test"
3231,"train"
3232,"test"
3233,"test"
3234,"train"
3235,"train"
3236,"train"
3237,"train"
3238,"train"
3239,"train"
3240,"train"
3241,"train"
3242,"test"
3243,"train"
3244,"train"
3245,"train"
3246,"test"
3247,"test"
3248,"train"
3249,"train"
3250,"train"
3251,"train"
3252,"train"
3253,"train"
3254,"train"
3255,"train"
3256,"train"
3257,"train"
3258,"train"
3259,"train"
3260,"train"
3261,"train"
3262,"train"
3263,"train"
3264,"train"
3265,"train"
3266,"train"
3267,"train"
3268,"train"
3269,"test"
3270,"train"
3271,"train"
3272,"train"
3273,"train"
3274,"train"
3275,"train"
3276,"train"
3277,"test"
3278,"train"
3279,"train"
3280,"train"
3281,"train"
3282,"test"
3283,"train"
3284,"train"
3285,"train"
3286,"train"
3287,"test"
3288,"train"
3289,"train"
3290,"test"
3291,"train"
3292,"train"
3293,"train"
3294,"test"
3295,"train"
3296,"train"
3297,"train"
3298,"test"
3299,"test"
3300,"train"
3301,"train"
3302,"test"
3303,"train"
3304,"train"
3305,"train"
3306,"train"
3307,"train"
3308,"train"
3309,"test"
3310,"train"
3311,"train"
3312,"train"
3313,"train"
3314,"train"
3315,"test"
3316,"test"
3317,"train"
3318,"train"
3319,"test"
3320,"train"
3321,"train"
3322,"train"
3323,"train"
3324,"train"
3325,"train"
3326,"train"
3327,"train"
3328,"train"
3329,"test"
3330,"train"
3331,"train"
3332,"test"
3333,"train"
3334,"train"
3335,"train"
3336,"train"
3337,"train"
3338,"train"
3339,"test"
3340,"train"
3341,"test"
3342,"train"
3343,"train"
3344,"test"
3345,"train"
3346,"train"
3347,"train"
3348,"train"
3349,"test"
3350,"test"
3351,"train"
3352,"train"
3353,"train"
3354,"train"
3355,"train"
3356,"train"
3357,"train"
3358,"train"
3359,"train"
3360,"test"
3361,"train"
3362,"train"
3363,"test"
3364,"train"
3365,"train"
3366,"train"
3367,"train"
3368,"train"
3369,"train"
3370,"train"
3371,"train"
3372,"train"
3373,"test"
3374,"train"
3375,"train"
3376,"train"
3377,"train"
3378,"train"
3379,"train"
3380,"train"
3381,"train"
3382,"train"
3383,"train"
3384,"test"
3385,"test"
3386,"train"
3387,"train"
3388,"test"
3389,"train"
3390,"train"
3391,"train"
3392,"train"
3393,"test"
3394,"train"
3395,"train"
3396,"train"
3397,"train"
3398,"train"
3399,"train"
3400,"train"
3401,"train"
3402,"train"
3403,"train"
3404,"test"
3405,"train"
3406,"test"
3407,"train"
3408,"train"
3409,"train"
3410,"train"
3411,"train"
3412,"train"
3413,"train"
3414,"train"
3415,"train"
3416,"train"
3417,"train"
3418,"train"
3419,"train"
3420,"test"
3421,"train"
3422,"train"
3423,"test"
3424,"train"
3425,"train"
3426,"train"
3427,"train"
3428,"train"
3429,"train"
3430,"train"
3431,"train"
3432,"train"
3433,"train"
3434,"train"
3435,"train"
3436,"train"
3437,"train"
3438,"train"
3439,"train"
3440,"train"
3441,"train"
3442,"test"
3443,"train"
3444,"train"
3445,"test"
3446,"train"
3447,"train"
3448,"train"
3449,"train"
3450,"train"
3451,"train"
3452,"train"
3453,"train"
3454,"train"
3455,"train"
3456,"train"
3457,"train"
3458,"train"
3459,"train"
3460,"train"
3461,"train"
3462,"train"
3463,"train"
3464,"test"
3465,"test"
3466,"train"
3467,"train"
3468,"train"
3469,"train"
3470,"train"
3471,"train"
3472,"test"
3473,"train"
3474,"train"
3475,"train"
3476,"train"
3477,"train"
3478,"test"
3479,"train"
3480,"train"
3481,"train"
3482,"train"
3483,"train"
3484,"train"
3485,"train"
3486,"train"
3487,"train"
3488,"train"
3489,"train"
3490,"train"
3491,"train"
3492,"train"
3493,"train"
3494,"train"
3495,"train"
3496,"train"
3497,"test"
3498,"train"
3499,"train"
3500,"train"
3501,"train"
3502,"test"
3503,"train"
3504,"train"
3505,"train"
3506,"test"
3507,"test"
3508,"train"
3509,"train"
3510,"test"
3511,"train"
3512,"train"
3513,"train"
3514,"train"
3515,"train"
3516,"train"
3517,"test"
3518,"test"
3519,"train"
3520,"train"
3521,"test"
3522,"test"
3523,"train"
3524,"train"
3525,"train"
3526,"train"
3527,"test"
3528,"train"
3529,"train"
3530,"train"
3531,"train"
3532,"train"
3533,"train"
3534,"train"
3535,"test"
3536,"train"
3537,"train"
3538,"train"
3539,"train"
3540,"test"
3541,"train"
3542,"test"
3543,"train"
3544,"test"
3545,"train"
3546,"train"
3547,"test"
3548,"train"
3549,"train"
3550,"train"
3551,"train"
3552,"train"
3553,"train"
3554,"train"
3555,"test"
3556,"test"
3557,"train"
3558,"train"
3559,"train"
3560,"train"
3561,"train"
3562,"train"
3563,"test"
3564,"test"
3565,"train"
3566,"train"
3567,"train"
3568,"train"
3569,"train"
3570,"test"
3571,"test"
3572,"train"
3573,"train"
3574,"train"
3575,"test"
3576,"train"
3577,"train"
3578,"train"
3579,"train"
3580,"train"
3581,"test"
3582,"train"
3583,"test"
3584,"train"
3585,"train"
3586,"train"
3587,"train"
3588,"train"
3589,"train"
3590,"test"
3591,"test"
3592,"train"
3593,"train"
3594,"test"
3595,"train"
3596,"train"
3597,"train"
3598,"train"
3599,"train"
3600,"train"
3601,"train"
3602,"train"
3603,"train"
3604,"test"
3605,"train"
3606,"test"
3607,"train"
3608,"train"
3609,"train"
3610,"train"
3611,"train"
3612,"test"
3613,"train"
3614,"train"
3615,"train"
3616,"test"
3617,"train"
3618,"train"
3619,"train"
3620,"train"
3621,"train"
3622,"train"
3623,"train"
3624,"test"
3625,"train"
3626,"train"
3627,"train"
3628,"train"
3629,"train"
3630,"test"
3631,"test"
3632,"train"
3633,"train"
3634,"train"
3635,"train"
3636,"train"
3637,"train"
3638,"train"
3639,"train"
3640,"train"
3641,"train"
3642,"train"
3643,"train"
3644,"train"
3645,"train"
3646,"train"
3647,"train"
3648,"train"
3649,"train"
3650,"test"
3651,"train"
3652,"train"
3653,"test"
3654,"train"
3655,"train"
3656,"train"
3657,"train"
3658,"train"
3659,"train"
3660,"train"
3661,"train"
3662,"train"
3663,"train"
3664,"train"
3665,"train"
3666,"train"
3667,"train"
3668,"train"
3669,"train"
3670,"train"
3671,"test"
3672,"train"
3673,"test"
3674,"train"
3675,"train"
3676,"train"
3677,"train"
3678,"test"
3679,"train"
3680,"train"
3681,"train"
3682,"train"
3683,"train"
3684,"train"
3685,"train"
3686,"test"
3687,"train"
3688,"train"
3689,"train"
3690,"train"
3691,"test"
3692,"test"
3693,"train"
3694,"train"
3695,"train"
3696,"train"
3697,"train"
3698,"train"
3699,"train"
3700,"test"
3701,"train"
3702,"train"
3703,"train"
3704,"train"
3705,"train"
3706,"test"
3707,"test"
3708,"train"
3709,"train"
3710,"train"
3711,"train"
3712,"train"
3713,"train"
3714,"test"
3715,"train"
3716,"train"
3717,"train"
3718,"train"
3719,"train"
3720,"train"
3721,"train"
3722,"train"
3723,"train"
3724,"train"
3725,"train"
3726,"train"
3727,"train"
3728,"train"
3729,"test"
3730,"train"
3731,"train"
3732,"train"
3733,"test"
3734,"test"
3735,"test"
3736,"train"
3737,"train"
3738,"train"
3739,"train"
3740,"train"
3741,"train"
3742,"test"
3743,"train"
3744,"train"
3745,"test"
3746,"train"
3747,"train"
3748,"test"
3749,"train"
3750,"test"
3751,"train"
3752,"train"
3753,"train"
3754,"test"
3755,"train"
3756,"train"
3757,"train"
3758,"train"
3759,"train"
3760,"test"
3761,"train"
3762,"train"
3763,"train"
3764,"train"
3765,"test"
3766,"train"
3767,"train"
3768,"train"
3769,"train"
3770,"train"
3771,"train"
3772,"test"
3773,"train"
3774,"train"
3775,"train"
3776,"train"
3777,"train"
3778,"train"
3779,"train"
3780,"train"
3781,"train"
3782,"train"
3783,"train"
3784,"train"
3785,"train"
3786,"train"
3787,"train"
3788,"train"
3789,"train"
3790,"train"
3791,"train"
3792,"train"
3793,"train"
3794,"train"
3795,"train"
3796,"train"
3797,"train"
3798,"train"
3799,"train"
3800,"train"
3801,"train"
3802,"train"
3803,"train"
3804,"train"
3805,"train"
3806,"train"
3807,"train"
3808,"train"
3809,"train"
3810,"train"
3811,"train"
3812,"train"
3813,"train"
3814,"train"
3815,"train"
3816,"train"
3817,"train"
3818,"test"
3819,"train"
3820,"train"
3821,"train"
3822,"train"
3823,"train"
3824,"train"
3825,"test"
3826,"train"
3827,"train"
3828,"test"
3829,"test"
3830,"train"
3831,"test"
3832,"train"
3833,"test"
3834,"test"
3835,"test"
3836,"train"
3837,"train"
3838,"test"
3839,"train"
3840,"train"
3841,"train"
3842,"test"
3843,"train"
3844,"train"
3845,"test"
3846,"train"
3847,"test"
3848,"train"
3849,"train"
3850,"train"
3851,"test"
3852,"train"
3853,"train"
3854,"train"
3855,"train"
3856,"train"
3857,"train"
3858,"train"
3859,"train"
3860,"train"
3861,"test"
3862,"test"
3863,"train"
3864,"train"
3865,"train"
3866,"train"
3867,"train"
3868,"train"
3869,"test"
3870,"train"
3871,"train"
3872,"train"
3873,"train"
3874,"train"
3875,"test"
3876,"train"
3877,"train"
3878,"train"
3879,"train"
3880,"train"
3881,"train"
3882,"train"
3883,"test"
3884,"train"
3885,"test"
3886,"train"
3887,"train"
3888,"train"
3889,"train"
3890,"test"
3891,"train"
3892,"train"
3893,"train"
3894,"train"
3895,"train"
3896,"train"
3897,"test"
3898,"train"
3899,"train"
3900,"test"
3901,"train"
3902,"train"
3903,"test"
3904,"test"
3905,"train"
3906,"test"
3907,"train"
3908,"train"
3909,"train"
3910,"test"
3911,"train"
3912,"train"
3913,"train"
3914,"train"
3915,"test"
3916,"train"
3917,"train"
3918,"train"
3919,"train"
3920,"train"
3921,"train"
3922,"train"
3923,"train"
3924,"train"
3925,"train"
3926,"train"
3927,"train"
3928,"train"
3929,"train"
3930,"test"
3931,"train"
3932,"train"
3933,"train"
3934,"train"
3935,"train"
3936,"train"
3937,"train"
3938,"train"
3939,"train"
3940,"train"
3941,"train"
3942,"test"
3943,"train"
3944,"train"
3945,"train"
3946,"train"
3947,"train"
3948,"train"
3949,"train"
3950,"train"
3951,"train"
3952,"test"
3953,"train"
3954,"train"
3955,"test"
3956,"train"
3957,"train"
3958,"train"
3959,"train"
3960,"train"
3961,"train"
3962,"train"
3963,"train"
3964,"test"
3965,"train"
3966,"train"
3967,"train"
3968,"train"
3969,"train"
3970,"test"
3971,"train"
3972,"train"
3973,"train"
3974,"train"
3975,"train"
3976,"train"
3977,"train"
3978,"test"
3979,"train"
3980,"train"
3981,"train"
3982,"train"
3983,"train"
3984,"train"
3985,"train"
3986,"train"
3987,"train"
3988,"train"
3989,"train"
3990,"train"
3991,"train"
3992,"train"
3993,"test"
3994,"test"
3995,"train"
3996,"train"
3997,"test"
3998,"train"
3999,"train"
4000,"train"
4001,"train"
4002,"train"
4003,"test"
4004,"train"
4005,"train"
4006,"train"
4007,"train"
4008,"train"
4009,"train"
4010,"train"
4011,"train"
4012,"train"
4013,"train"
4014,"train"
4015,"train"
4016,"train"
4017,"test"
4018,"test"
4019,"train"
4020,"train"
4021,"train"
4022,"train"
4023,"test"
4024,"test"
4025,"train"
4026,"train"
4027,"train"
4028,"train"
4029,"train"
4030,"test"
4031,"train"
4032,"train"
4033,"train"
4034,"train"
4035,"train"
4036,"train"
4037,"train"
4038,"test"
4039,"train"
4040,"test"
4041,"train"
4042,"train"
4043,"train"
4044,"train"
4045,"test"
4046,"train"
4047,"test"
4048,"test"
4049,"train"
4050,"train"
4051,"train"
4052,"train"
4053,"train"
4054,"train"
4055,"train"
4056,"train"
4057,"train"
4058,"train"
4059,"train"
4060,"test"
4061,"train"
4062,"train"
4063,"test"
4064,"train"
4065,"train"
4066,"train"
4067,"test"
4068,"train"
4069,"train"
4070,"test"
4071,"train"
4072,"train"
4073,"test"
4074,"train"
4075,"train"
4076,"test"
4077,"train"
4078,"train"
4079,"train"
4080,"train"
4081,"train"
4082,"train"
4083,"train"
4084,"train"
4085,"train"
4086,"test"
4087,"train"
4088,"test"
4089,"train"
4090,"train"
4091,"train"
4092,"test"
4093,"train"
4094,"train"
4095,"test"
4096,"train"
4097,"train"
4098,"train"
4099,"train"
4100,"train"
4101,"train"
4102,"train"
4103,"train"
4104,"train"
4105,"train"
4106,"train"
4107,"train"
4108,"train"
4109,"train"
4110,"train"
4111,"train"
4112,"train"
4113,"train"
4114,"test"
4115,"train"
4116,"test"
4117,"train"
4118,"test"
4119,"train"
4120,"test"
4121,"train"
4122,"test"
4123,"train"
4124,"test"
4125,"train"
4126,"train"
4127,"test"
4128,"train"
4129,"train"
4130,"train"
4131,"train"
4132,"train"
4133,"test"
4134,"train"
4135,"train"
4136,"train"
4137,"train"
4138,"train"
4139,"train"
